914;Ostrowska Nieruchomości;2019-08-02;Rybitwy 8a/19;mazowieckie;02-806;Warszawa;https://www.otodom.pl/shop/ostrowska-nieruchomosci-IDqNjx/;0;Rybitwy;8a/19
915;OY Polska sp. z o.o.;2019-10-09;Radiowa 24/14;mazowieckie;01-485;Warszawa;https://www.otodom.pl/shop/oy-polska-sp-z-o-o-IDtECA/;0;Radiowa;24/14
916;Paciejewski Nieruchomości;2016-04-11;Grzybowska 87;mazowieckie;00-844;Warszawa;https://paciejewski.otodom.pl;0;Grzybowska;87
917;Pakuła Nieruchomości;2019-09-05;Kolejowa 45 lok.175;mazowieckie;01-210;Warszawa;https://pakulanieruchomosci.otodom.pl;0;Kolejowa;45 lok.175
918;Palatium&Nieruchomości;2021-02-04;Brukselska 26;mazowieckie;03-969;Warszawa;https://www.otodom.pl/shop/palatium-nieruchomosci-IDw8I5/;0;Brukselska;26
919;Panorama Nieruchomości s.c.;2007-04-25;Al.Niepodległości 46/50e lok. 190C;mazowieckie;02-626;Warszawa;https://www.otodom.pl/shop/panorama-nieruchomosci-s-c-ID3Ov/;0;Al.Niepodległości;46/50e lok. 190C
920;Pan na Włościach;2017-11-24;Działyńczyków 21A;mazowieckie;04-495;Warszawa;https://www.otodom.pl/shop/pan-na-wlosciach-IDdX5S/;0;Działyńczyków;21A
921;Papaya Consulting Paulina Cholewa;2019-03-25;Przanowskiego 83 lok D;mazowieckie;01-457;Warszawa;https://www.otodom.pl/shop/papaya-consulting-paulina-cholewa-IDoWj6/;0;Przanowskiego;83 lok D
922;Papież Nieruchomości;2015-01-19;Parkowa 9 lok. 8;mazowieckie;00-759;Warszawa;https://www.otodom.pl/shop/papiez-nieruchomosci-ID3vCj/;0;Parkowa;9 lok. 8
923;Park Rozwoju CitySpace;2020-05-18;Konstruktorska 12a;mazowieckie;02-673;Warszawa;https://www.otodom.pl/shop/park-rozwoju-cityspace-IDw54p/;0;Konstruktorska;12a
924;Parter Nieruchomości;2020-02-20;Modlińska;mazowieckie;03-142;Warszawa;https://parter.otodom.pl;0;Modlińska;
925;PARTNER;2019-03-11;Plac Czerwca 1976 Roku 2;mazowieckie;02-495;Warszawa;https://www.otodom.pl/shop/partner-IDoCPK/;0;Plac Czerwca 1976 Roku;2
926;Partners Edyta Świercz;2015-08-12;Maszynowa 3a;mazowieckie;02-392;Warszawa;https://partners.otodom.pl;0;Maszynowa;3a
927;PARTNERS INTERNATIONAL;2012-06-15;FORT PIŁSUDSKIEGO 2;mazowieckie;02-704;Warszawa;https://partnersinternational.otodom.pl;0;FORT PIŁSUDSKIEGO;2
928;Partner House Group;2020-07-09;Marszałkowska 58/54;mazowieckie;00-545;Warszawa;https://www.otodom.pl/shop/partner-house-group-IDwtSy/;0;Marszałkowska;58/54
929;Partner House Group sp. z o.o.;2019-12-17;Wiertnicza 45;mazowieckie;02-953;Warszawa;https://partnerhousegroup.otodom.pl;0;Wiertnicza;45
930;Pasjonata Elwira Araszkiewicz-Umecka;2020-09-16;Dąbrowy 21;mazowieckie;05-077;Warszawa;https://www.otodom.pl/shop/pasjonata-elwira-araszkiewicz-umecka-IDv0si/;0;Dąbrowy;21
931;Patrono;2015-08-04;al 3 Maja 2 lok 136;mazowieckie;00-391;Warszawa;https://www.otodom.pl/shop/patrono-ID45Rh/;0;al 3 Maja;2 lok 136
932;Patron Capital Sp. z o.o.;2016-03-08;Sapieżyńska 8/105;mazowieckie;00-215;Warszawa;https://www.otodom.pl/shop/patron-capital-sp-z-o-o-ID60JL/;0;Sapieżyńska;8/105
933;Paweł Biel - Land Expert;2020-07-30;Pięciu Stawów 18;mazowieckie;02-828;Warszawa;https://www.otodom.pl/shop/pawel-biel-land-expert-IDwvlE/;0;Pięciu Stawów;18
934;Paweł Czerwiński;2018-04-23;Jacka Kaczmarskiego 96/16;mazowieckie;02-679;Warszawa;https://www.otodom.pl/shop/pawel-czerwinski-IDh4we/;0;Jacka Kaczmarskiego;96/16
935;PBS;2015-05-14;.;mazowieckie;02-345;Warszawa;https://investpbs.otodom.pl;0;;
936;PB Nieruchomości;2016-11-09;Puławska 182;mazowieckie;02-670;Warszawa;https://www.otodom.pl/shop/pb-nieruchomosci-ID8TyG/;0;Puławska;182
937;PCP.pl - Property Central Poland (PCP Sp. z o.o.);2016-10-20;Kielecka;mazowieckie;02-504;Warszawa;https://pcp.otodom.pl;0;Kielecka;
938;PEKO HOUSE sp. z o.o. sp. k.;2020-05-28;Klimczaka 17/80;mazowieckie;02-797;Warszawa;https://www.otodom.pl/shop/peko-house-sp-z-o-o-sp-k-IDw77E/;0;Klimczaka;17/80
939;Pepe Housing;2019-05-15;Świętokrzyska 18/405;mazowieckie;00-052;Warszawa;https://www.otodom.pl/shop/pepe-housing-IDqa7u/;0;Świętokrzyska;18/405
940;Perfect Home Concept;2015-08-13;Żurawia 6/12, lok. 766;mazowieckie;00-503;Warszawa;https://perfecthomeconcept.otodom.pl;0;Żurawia;6/12, lok. 766
941;Perfect House;2016-04-05;Świeradowska 47;mazowieckie;02-665;Warszawa;https://www.otodom.pl/shop/perfect-house-ID66Cx/;0;Świeradowska;47
942;Perfect Place;2015-02-09;Ogrodowa 48/54;mazowieckie;00-876;Warszawa;https://www.otodom.pl/shop/perfect-place-ID3yYH/;0;Ogrodowa;48/54
943;Perfect Properties sp. z o.o.;2020-07-23;Czyżewska 3/1;mazowieckie;02-908;Warszawa;https://www.otodom.pl/shop/perfect-properties-sp-z-o-o-IDwzfS/;0;Czyżewska;3/1
944;Perfekcyjni Luksusowe Nieruchomości;2017-03-16;Złota 59;mazowieckie;00-120;Warszawa;https://perfekcja.otodom.pl;0;Złota;59
945;Perfekt Broker;2015-04-01;o;mazowieckie;02-785;Warszawa;https://www.otodom.pl/shop/perfekt-broker-ID3F2O/;0;;
946;PERFEKT BROKER;2020-05-18;Ul. Koński Jar 3/6;mazowieckie;02-785;Warszawa;https://www.otodom.pl/shop/perfekt-broker-IDuYUd/;0;Koński Jar;3/6
947;Perspektywa Nieruchomości;2017-09-27;Marymoncka 137/139/79;mazowieckie;01-946;Warszawa;https://perspektywanieruchomosci.otodom.pl;0;Marymoncka;137/139/79
948;PETRA Nieruchomości;2014-03-19;Bacewiczówny 2 /LU 1;mazowieckie;02-786;Warszawa;https://petra.otodom.pl;0;Bacewiczówny;2 /LU 1
949;PEWNE FINANSE;2019-07-15;Bukowińska;mazowieckie;02-776;Warszawa;https://www.otodom.pl/shop/pewne-finanse-IDqy8U/;0;Bukowińska;
950;Pewne Nieruchomości Dariusz Kowalczyk;2017-02-07;ul. Pazińskiego 3A lok. 4;mazowieckie;04-643;Warszawa;https://pewnenieruchomosci.otodom.pl;0;Pazińskiego;3A lok. 4
951;PHN SPV 7 PHN K Sp. z o.o. S.K.A.;2019-07-29;Al. Jana Pawła II nr 12/lok. V/31;mazowieckie;00-124;Warszawa;https://www.otodom.pl/shop/phn-spv-7-phn-k-sp-z-o-o-s-k-a-IDqKbw/;0;Al. Jana Pawła II;12/lok. V/31
952;Piąty Kąt;2019-11-21;Myśliborska 32;mazowieckie;03-185;Warszawa;https://www.otodom.pl/shop/piaty-kat-IDtSNt/;0;Myśliborska;32
953;Pierwotny Rynek;2016-03-15;Bezpośrednio;mazowieckie;01-234;Warszawa;https://pierwotnyrynek.otodom.pl;0;;
954;PINIAHA Nieruchomości Sp. z o.o.;2008-01-21;ul. Radzymińska 208;mazowieckie;03-674;Warszawa;https://www.otodom.pl/shop/piniaha-nieruchomosci-sp-z-o-o-IDbLa/;0;Radzymińska;208
955;PIODOR Agencja Nieruchomości;2021-01-18;Plac Wojska Polskiego 155/1;mazowieckie;05-075;Warszawa;https://www.otodom.pl/shop/piodor-agencja-nieruchomosci-IDvJix/;0;Plac Wojska Polskiego;155/1
956;Piotr Syroka Esnanif;2017-11-16;Górczewska 181 lok. 401D;mazowieckie;01-459;Warszawa;https://www.otodom.pl/shop/piotr-syroka-esnanif-IDdJ0s/;0;Górczewska;181 lok. 401D
957;PIÓREK HOUSE;2018-06-06;Jagiellońska 3 lok u 10;mazowieckie;03-721;Warszawa;https://www.otodom.pl/shop/piorek-house-IDi7DK/;0;Jagiellońska;3 lok u 10
958;PISAREK NIERUCHOMOŚCI-IWONA PISAREK;2018-03-02;Górskiego 6/51;mazowieckie;00-033;Warszawa;https://www.otodom.pl/shop/pisarek-nieruchomosci-iwona-pisarek-IDfYKP/;0;Górskiego;6/51
959;PKIG Sp zoo;2021-03-08;Filipinki 10a;mazowieckie;02-207;Warszawa;https://www.otodom.pl/shop/pkig-sp-zoo-IDx90E/;0;Filipinki;10a
960;PKOBPSA;2015-10-07;PUŁAWSKA 15;mazowieckie;02-515;Warszawa;https://pkobpcrw.otodom.pl;0;PUŁAWSKA;15
961;PKO Bank Polski S.A.;2016-01-07;ul. Chlodna 52;mazowieckie;00-872;Warszawa;https://pkobp.otodom.pl;0;Chlodna;52
962;PKP Energetyka S.A.;2017-08-07;ul. Hoża 63/67;mazowieckie;00-681;Warszawa;https://www.otodom.pl/shop/pkp-energetyka-s-a-IDbTaM/;0;Hoża;63/67
963;Place4You Biuro Sprzedaży Nieruchomości;2017-06-04;Wilcza 44 lok. 1;mazowieckie;00-679;Warszawa;https://www.otodom.pl/shop/place4you-biuro-sprzedazy-nieruchomosci-IDb53U/;0;Wilcza;44 lok. 1
964;Place4you Biuro Sprzedaży Nieruchomości Spółka z Ograniczoną Odpowiedzialnością;2018-04-27;Wilcza 44/1;mazowieckie;00-679;Warszawa;https://www.otodom.pl/shop/place4you-biuro-sprzedazy-nieruchomosci-spolka-z-ograniczona-odpowiedzialnoscia-IDhe7O/;0;Wilcza;44/1
965;Place Vendome;2015-09-17;ul.Obrzeżna 5B lok 6;mazowieckie;02-691;Warszawa;https://www.otodom.pl/shop/place-vendome-ID4vw7/;0;Obrzeżna;5B lok 6
966;Place Vendome;2014-10-23;Obrzeżna;mazowieckie;02-691;Warszawa;https://www.otodom.pl/shop/place-vendome-ID3mTb/;0;Obrzeżna;
967;Plac Unii CitySpace;2020-05-18;Puławska 12;mazowieckie;02-566;Warszawa;https://www.otodom.pl/shop/plac-unii-cityspace-IDw54Q/;0;Puławska;12
968;Platan House;2016-05-17;Zielna 37;mazowieckie;00-108;Warszawa;https://platanhouse.otodom.pl;0;Zielna;37
969;PLATINIUM ESTATE;2020-02-01;Floriańska 6 lok. 02;mazowieckie;03-707;Warszawa;https://platiniumestate.otodom.pl;0;Floriańska;6 lok. 02
970;PLATINIUM HOUSE;2020-01-29;Wyszogrodzka;mazowieckie;03-337;Warszawa;https://www.otodom.pl/shop/platinium-house-IDuiS3/;0;Wyszogrodzka;
971;PLATINIUM Nieruchomości;2019-02-08;Górczewska 224 lok. 62;mazowieckie;01-460;Warszawa;https://www.otodom.pl/shop/platinium-nieruchomosci-IDnRBG/;0;Górczewska;224 lok. 62
972;Platinumhouse;2019-11-25;Aleja Jana Pawła II 11;mazowieckie;00-828;Warszawa;https://platinumhouse.otodom.pl;0;Aleja Jana Pawła II;11
973;Platinum Residence Sp. zo.o.;2018-12-04;Grzybowska 61B/ Antresola;mazowieckie;00-844;Warszawa;https://www.otodom.pl/shop/platinum-residence-sp-zo-o-IDmwVQ/;0;Grzybowska;61B/ Antresola
974;Plebańska&Ballue sc;2017-09-01;Al. Witosa 31 lok 117;mazowieckie;00-710;Warszawa;https://www.otodom.pl/shop/plebanska-ballue-sc-IDc6IQ/;0;Al. Witosa;31 lok 117
975;PL Nieruchomości Wawer;2012-07-13;Żegańska 6 lok. 15;mazowieckie;04-713;Warszawa;https://pln-wawer.otodom.pl;0;Żegańska;6 lok. 15
976;PMP INWESTOR;2019-03-08;Mokotowska 67/74;mazowieckie;00-530;Warszawa;https://zamieszkajwraszynie.otodom.pl;0;Mokotowska;67/74
977;PM PRODUKT;2021-04-04;Czerniakowska 34;mazowieckie;00-714;Warszawa;https://www.otodom.pl/shop/pm-produkt-IDxjmu/;0;Czerniakowska;34
978;Poczta Polska S.A.;2020-06-24;Rodziny Hiszpańskich 8;mazowieckie;00-940;Warszawa;https://www.otodom.pl/shop/poczta-polska-s-a-IDwlwD/;0;Rodziny Hiszpańskich;8
979;POGORZELSKI NIERUCHOMOŚCI;2017-12-22;Rondo ONZ 1;mazowieckie;00-124;Warszawa;https://www.otodom.pl/shop/pogorzelski-nieruchomosci-IDep4I/;0;Rondo ONZ;1
980;Pokoje69;2020-10-20;Bora Komorowskiego 54/155;mazowieckie;03-982;Warszawa;https://www.otodom.pl/shop/pokoje69-IDvfbz/;0;Bora Komorowskiego;54/155
981;Pokój z widokiem;2018-10-29;Latarnika 33b;mazowieckie;02-416;Warszawa;https://www.otodom.pl/shop/pokoj-z-widokiem-IDciFq/;0;Latarnika;33b
982;Polamo Spółka z ograniczoną odpowiedzialnością Sp.K.;2015-10-10;Polnej Róży 2/4, lok. 34;mazowieckie;02-798;Warszawa;https://www.otodom.pl/shop/polamo-spolka-z-ograniczona-odpowiedzialnoscia-sp-k-ID4CDr/;0;Polnej Róży;2/4, lok. 34
983;Poland Street Nieruchomości;2020-11-14;Berezyńska 26/5;mazowieckie;03-908;Warszawa;https://polandstreet.otodom.pl;0;Berezyńska;26/5
984;POLANOWSCY NIERUCHOMOŚCI Sp. z o.o.;2008-09-18;Marszałkowska 83;mazowieckie;00-683;Warszawa;https://www.otodom.pl/shop/polanowscy-nieruchomosci-sp-z-o-o-IDnFd/;0;Marszałkowska;83
985;POLIDMEX Nieruchomości;2014-01-30;Krucza 17/27;mazowieckie;00-525;Warszawa;https://www.otodom.pl/shop/polidmex-nieruchomosci-ID2Ktz/;0;Krucza;17/27
986;PolishHouse;2017-11-17;Aleja Lotników 19 lok. 57;mazowieckie;02-668;Warszawa;https://polishhouse.otodom.pl;0;Aleja Lotników;19 lok. 57
987;Polska Grupa Nieruchomości;2014-11-10;Piękna 24/26A;mazowieckie;00-549;Warszawa;https://www.otodom.pl/shop/polska-grupa-nieruchomosci-ID3pa1/;0;Piękna;24/26A
988;Polski Holding Nieruchomości S.A.;2016-06-06;aleja Jana Pawła II 12;mazowieckie;00-124;Warszawa;https://phn.otodom.pl;0;aleja Jana Pawła II;12
989;Poniecka Nieruchomości;2011-04-29;Sarmacka 12E lok.12;mazowieckie;02-972;Warszawa;https://nieruchomoscidp.otodom.pl;0;Sarmacka;12E lok.12
990;Poprawski Nieruchomości;2013-11-26;Żelazna  67/13;mazowieckie;00-871;Warszawa;https://poprawskinieruchomosci.otodom.pl;0;Żelazna ;67/13
991;PORTAL-HIPOTECZNY.PL;2016-03-25;Łowicka 17/17;mazowieckie;02-574;Warszawa;https://portal-hipoteczny.otodom.pl;0;Łowicka;17/17
992;PortalHouse;2018-06-05;Arkadii 2;mazowieckie;04-998;Warszawa;https://www.otodom.pl/shop/portalhouse-IDhCkQ/;0;Arkadii;2
993;Portal Nieruchomości;2011-03-03;Dąbrowskiego 116;mazowieckie;02-598;Warszawa;https://portalnieruchomosci.otodom.pl;0;Dąbrowskiego;116
994;posrednicy.com;2016-01-22;Dunikowskiego 6/40;mazowieckie;02-784;Warszawa;https://www.otodom.pl/shop/posrednicy-com-ID5wZb/;0;Dunikowskiego;6/40
995;Pośrednictwo Nieruchomości;2018-05-15;Wełniana 31D;mazowieckie;02-833;Warszawa;https://www.otodom.pl/shop/posrednictwo-nieruchomosci-IDhtD2/;0;Wełniana;31D
996;Pośrednictwo w Obrocie Nieruchomościami;2020-05-07;Paderewskiego 101;mazowieckie;04-443;Warszawa;https://www.otodom.pl/shop/posrednictwo-w-obrocie-nieruchomosciami-IDw1r0/;0;Paderewskiego;101
997;POTRYKUS INVESTMENT;2020-03-30;---;mazowieckie;01-470;Warszawa;https://potrykusinvestment.otodom.pl;0;;
998;Powszechny Zakład Ubezpieczeń S.A.;2014-06-12;Al. Jana Pawła II 24;mazowieckie;00-133;Warszawa;https://pzuwynajmy.otodom.pl;0;Al. Jana Pawła II;24
999;poznan-deweloper.pl;2015-03-12;Mehoffera 103 lok. 48;mazowieckie;03-158;Warszawa;https://www.otodom.pl/shop/poznan-deweloper-pl-ID3CDk/;0;Mehoffera;103 lok. 48
1000;P&O Apartments Group;2019-06-07;Antoniego Corazziego 4 lok u8;mazowieckie;00-087;Warszawa;https://www.otodom.pl/shop/p-o-apartments-group-IDqryC/;0;Antoniego Corazziego;4 lok u8
1001;Północna 5 Sp. z o.o.;2017-04-03;ul. Wiślana 8;mazowieckie;00-317;Warszawa;https://www.otodom.pl/shop/polnocna-5-sp-z-o-o-IDavEY/;0;Wiślana;8
1002;PPD Nieruchomości;2017-01-04;Irysowa 27/40;mazowieckie;02-660;Warszawa;https://ppdnieruchomosci.otodom.pl;0;Irysowa;27/40
1003;Praedium Sidere;2015-03-20;Smoleńska 60;mazowieckie;03-528;Warszawa;https://praediumsidere.otodom.pl;0;Smoleńska;60
1004;Praktiker Real Estate Polska Sp.Z.o.o.;2018-05-17;Aleje Jerozolimskie 184;mazowieckie;02-486;Warszawa;https://www.otodom.pl/shop/praktiker-real-estate-polska-sp-z-o-o-IDhDQv/;0;Aleje Jerozolimskie;184
1005;Premiere Home Sp. z o.o.;2013-08-22;Warszawa;mazowieckie;03-673;Warszawa;https://www.otodom.pl/shop/premiere-home-sp-z-o-o-ID2AhL/;0;Warszawa;
1006;Premium Brokers;2020-10-14;Żelazna 59 lokal 1007;mazowieckie;00-848;Warszawa;https://www.otodom.pl/shop/premium-brokers-IDvd6F/;0;Żelazna;59 lokal 1007
1007;Prestige Broker;2019-09-23;ul. Nowy Świat 33/13;mazowieckie;00-029;Warszawa;https://www.otodom.pl/shop/prestige-broker-IDtz07/;0;Nowy Świat;33/13
1008;Prestige PHU;2021-04-16;ul. Waleriana Czumy 20;mazowieckie;01-355;Warszawa;https://prestigephu.otodom.pl;0;Waleriana Czumy;20
1009;Prestige Real Estate;2017-07-03;ul. Długa 30/34 m. 39;mazowieckie;00-238;Warszawa;https://prestigerealestate.otodom.pl;0;Długa;30/34 m. 39
1010;Preston Nieruchomości;2021-03-30;Grzybowska 3;mazowieckie;00-132;Warszawa;https://www.otodom.pl/shop/preston-nieruchomosci-IDx8LJ/;0;Grzybowska;3
1011;PRESTO NIERUCHOMOŚCI;2017-06-12;Kazubów 10/40;mazowieckie;01-466;Warszawa;https://prestonieruchomosci.otodom.pl;0;Kazubów;10/40
1012;Pret Nieruchomości;2017-09-19;Domaniewska 37A;mazowieckie;02-672;Warszawa;https://www.otodom.pl/shop/pret-nieruchomosci-IDcx1h/;0;Domaniewska;37A
1013;PrimaVilla Barbara Chowańska;2019-03-11;Garibaldiego 4/207;mazowieckie;04-078;Warszawa;https://www.otodom.pl/shop/primavilla-barbara-chowanska-IDoy0Q/;0;Garibaldiego;4/207
1014;Prime Living Real Estate;2020-09-29;Stawki 4b/38;mazowieckie;00-193;Warszawa;https://www.otodom.pl/shop/prime-living-real-estate-IDv57K/;0;Stawki;4b/38
1015;PRIME LOCATION;2015-04-16;al. Zjednoczenia 1;mazowieckie;01-829;Warszawa;https://primelocation.otodom.pl;0;al. Zjednoczenia;1
1016;Prime Partners;2019-11-28;ul. Obrzeżna 7A/64;mazowieckie;02-691;Warszawa;https://www.otodom.pl/shop/prime-partners-IDtVQI/;0;Obrzeżna;7A/64
1017;Primmo Nieruchomości;2020-10-04;Bagno 7/218;mazowieckie;00-112;Warszawa;https://primmo.otodom.pl;0;Bagno;7/218
1018;Primo;2018-06-14;Aleksandra Wejnerta 21/23 lok 8;mazowieckie;02-619;Warszawa;https://primowarszawa.otodom.pl;0;Aleksandra Wejnerta;21/23 lok 8
1019;Prodom Nieruchomości Mariusz Zalewski;2020-06-15;Rydygiera 15a/120;mazowieckie;01-793;Warszawa;https://www.otodom.pl/shop/prodom-nieruchomosci-mariusz-zalewski-IDwisJ/;0;Rydygiera;15a/120
1020;PROFI Nieruchomości;2016-05-16;Jugosłowiańska 15 b/67;mazowieckie;03-984;Warszawa;https://www.otodom.pl/shop/profi-nieruchomosci-ID6Asq/;0;Jugosłowiańska;15 b/67
1021;Profmar Marta Czarnocka;2017-03-19;Kąty Grodziskie 74;mazowieckie;03-289;Warszawa;https://www.otodom.pl/shop/profmar-marta-czarnocka-ID8TSi/;0;Kąty Grodziskie;74
1022;PROGRESS Nieruchomości;2016-03-23;Liwska 17;mazowieckie;03-391;Warszawa;https://www.otodom.pl/shop/progress-nieruchomosci-ID68Y5/;0;Liwska;17
1023;Prohouse sp. z o.o.;2017-03-20;Berezyńska 26;mazowieckie;03-908;Warszawa;https://prohousewarszawa.otodom.pl;0;Berezyńska;26
1024;PROLOKUM Karolina Sikorska;2017-05-25;Stawki 2A;mazowieckie;00-278;Warszawa;https://www.otodom.pl/shop/prolokum-karolina-sikorska-IDaMfG/;0;Stawki;2A
1025;Promesa Grupa Finansowa;2015-07-30;ul. Słomińskiego 19 lok. 74;mazowieckie;00-195;Warszawa;https://www.otodom.pl/shop/promesa-grupa-finansowa-ID45Ow/;0;Słomińskiego;19 lok. 74
1026;PROMIX NIERUCHOMOŚCI;2015-09-02;Bolkowska 4;mazowieckie;01-466;Warszawa;https://www.otodom.pl/shop/promix-nieruchomosci-ID4jDw/;0;Bolkowska;4
1027;PROPERCO.pl Nieruchomości;2020-05-29;Brylowska 2/3B;mazowieckie;01-216;Warszawa;https://www.otodom.pl/shop/properco-pl-nieruchomosci-IDw5zz/;0;Brylowska;2/3B
1028;PROPERJA;2018-03-09;Chodkiewicza 6/113;mazowieckie;02-593;Warszawa;https://www.otodom.pl/shop/properja-IDg8un/;0;Chodkiewicza;6/113
1029;Propertica Sp. z o.o.;2018-10-22;Krakowskie Przedmieście 13;mazowieckie;00-071;Warszawa;https://www.otodom.pl/shop/propertica-sp-z-o-o-IDlDnm/;0;Krakowskie Przedmieście;13
1030;Propertica Sp. z o.o.;2019-05-28;Krakowskie Przedmieście 13;mazowieckie;00-071;Warszawa;https://www.otodom.pl/shop/propertica-sp-z-o-o-IDqmvH/;0;Krakowskie Przedmieście;13
1031;Properton;2021-01-12;Grochowska 42/5;mazowieckie;04-282;Warszawa;https://www.otodom.pl/shop/properton-IDvGQM/;0;Grochowska;42/5
1032;PROPERTY CONSULTING;2008-11-17;Poniecka 2;mazowieckie;02-310;Warszawa;https://www.otodom.pl/shop/property-consulting-IDqT2/;0;Poniecka;2
1033;Property Fusion Sp. z o.o.;2016-11-04;Piękna 15 lok. 28;mazowieckie;00-549;Warszawa;https://propertyfusion.otodom.pl;0;Piękna;15 lok. 28
1034;Property Gem Sp. z o.o.;2015-11-19;Zajęcza 15;mazowieckie;00-351;Warszawa;https://www.otodom.pl/shop/property-gem-sp-z-o-o-ID50oh/;0;Zajęcza;15
1035;PROPERTY PARTNERS Tomasz Chłopaś;2010-12-27;Głębocka 65;mazowieckie;03-287;Warszawa;https://propertyp.otodom.pl;0;Głębocka;65
1036;PRO-POWER-TECH Wojciech Wójcik;2018-02-10;Sokratesa 9/268;mazowieckie;01-909;Warszawa;https://www.otodom.pl/shop/pro-power-tech-wojciech-wojcik-IDfo6n/;0;Sokratesa;9/268
1037;Proprety Consulting;2020-02-26;Grochowska 261 lok 12;mazowieckie;03-844;Warszawa;https://www.otodom.pl/shop/proprety-consulting-IDuCof/;0;Grochowska;261 lok 12
1038;Prosperity Nieruchomości;2018-01-02;Komorska 54 lok. 2;mazowieckie;04-161;Warszawa;https://www.otodom.pl/shop/prosperity-nieruchomosci-IDemgk/;0;Komorska;54 lok. 2
1039;Prosperus  Nieruchomości;2010-02-01;Chmielna 2/31;mazowieckie;00-020;Warszawa;https://prosperusnieruchomosci.otodom.pl;0;Chmielna;2/31
1040;PROSPER HOUSE;2008-09-11;Radziwie 7 lok U06;mazowieckie;01-164;Warszawa;https://www.otodom.pl/shop/prosper-house-IDnhl/;0;Radziwie;7 lok U06
1041;PROTRUST;2019-09-14;Narbutta;mazowieckie;02-536;Warszawa;https://www.otodom.pl/shop/protrust-IDqU1t/;0;Narbutta;
1042;PROTRUST;2019-02-23;Narbutta 11;mazowieckie;02-536;Warszawa;https://www.otodom.pl/shop/protrust-IDo7MU/;0;Narbutta;11
1043;Protrust Real Estate;2020-09-09;Narbutta 11/4;mazowieckie;02-536;Warszawa;https://www.otodom.pl/shop/protrust-real-estate-IDwTIs/;0;Narbutta;11/4
1044;Provider s.c. L.Piecuch, S.Urbanik;2009-07-14;Piękna 24/26A/1;mazowieckie;00-549;Warszawa;https://www.otodom.pl/shop/provider-s-c-l-piecuch-s-urbanik-IDE4d/;0;Piękna;24/26A/1
1045;Pro IMPRO sp. z o. o.;2020-10-03;Kępna 15 / 15;mazowieckie;03-708;Warszawa;https://proimpro.otodom.pl;0;Kępna;15 / 15
1046;Prudentia Sp. z o.o.;2014-12-09;Benedykta Hertza 6D;mazowieckie;04-603;Warszawa;https://prudentia.otodom.pl;0;Benedykta Hertza;6D
1047;Przemysław Ostrzyżek;2018-11-05;Niekłańska 35 lok.1;mazowieckie;03-924;Warszawa;https://www.otodom.pl/shop/przemyslaw-ostrzyzek-IDlRzm/;0;Niekłańska;35 lok.1
1048;P. J. Investors;2018-11-23;Al. Jana Pawła II 43a/37B;mazowieckie;01-001;Warszawa;https://pjinvestors.otodom.pl;0;Al. Jana Pawła II;43a/37B
1049;Quatro Development Spółka z Ograniczoną Odpowiedzialnością i Wspólnicy  Spółka Komandytowa;2019-02-20;Puławska 405 A lok 102;mazowieckie;02-801;Warszawa;https://www.otodom.pl/shop/quatro-development-spolka-z-ograniczona-odpowiedzialnoscia-i-wspolnicy-spolka-komandytowa-IDo7m4/;0;Puławska;405 A lok 102
1050;Queens Capital Investment sp. z o.o.;2020-06-17;ul. Marszałkowska 87 lok. 73 (4 piętro);mazowieckie;00-683;Warszawa;https://queens.otodom.pl;0;Marszałkowska;87 lok. 73 (4 piętro)
1051;Quest Centrum Nieruchomości Komercyjnych i Mieszkaniowych Sp. z o.o.;2019-12-10;Twarda 18;mazowieckie;00-105;Warszawa;https://www.otodom.pl/shop/quest-centrum-nieruchomosci-komercyjnych-i-mieszkaniowych-sp-z-o-o-IDtZsK/;0;Twarda;18
1052;R4 Sp z o.o.;2019-01-18;Hoża 86/410;mazowieckie;00-682;Warszawa;https://www.otodom.pl/shop/r4-sp-z-o-o-IDmNmE/;0;Hoża;86/410
1053;Rafał Sowiński;2021-03-04;Nabielaka 2 lok 26;mazowieckie;00-743;Warszawa;https://www.otodom.pl/shop/rafal-sowinski-IDx6He/;0;Nabielaka;2 lok 26
1054;Ragnar Nieruchomości;2017-12-05;Wileńska 69 lok 106;mazowieckie;03-416;Warszawa;https://www.otodom.pl/shop/ragnar-nieruchomosci-IDe9Pi/;0;Wileńska;69 lok 106
1055;Rakoyid Estates;2015-10-09;Królowej Aldony 6/3;mazowieckie;05-074;Warszawa;https://www.otodom.pl/shop/rakoyid-estates-ID4HsR/;0;Królowej Aldony;6/3
1056;REALCO;2018-03-26;Zielna 37;mazowieckie;00-108;Warszawa;https://www.otodom.pl/shop/realco-IDgyvk/;0;Zielna;37
1057;Realco Projekt 1 Sp z o.o.;2016-01-15;Ogrodowa 65 lok 1;mazowieckie;00-876;Warszawa;https://www.otodom.pl/shop/realco-projekt-1-sp-z-o-o-ID5s1n/;0;Ogrodowa;65 lok 1
1058;Realco Property Investment and Development Sp. z o.o.;2019-07-16;Zielna 37C;mazowieckie;00-108;Warszawa;https://www.otodom.pl/shop/realco-property-investment-and-development-sp-z-o-o-IDqGke/;0;Zielna;37C
1059;Realko24;2019-09-20;Zlota 59;mazowieckie;00-120;Warszawa;https://www.otodom.pl/shop/realko24-IDtxgS/;0;Zlota;59
